PdfType: central
Format: lhagrid1
---
9.261360E-10  1.131185E-09  1.381633E-09  1.687530E-09  2.061154E-09  2.517499E-09  3.074880E-09  3.755667E-09  4.587182E-09  5.602796E-09  6.843271E-09  8.358390E-09  1.020896E-08  1.246925E-08  1.522998E-08  1.860194E-08  2.272046E-08  2.775083E-08  3.389494E-08  4.139938E-08  5.056531E-08  6.176061E-08  7.543458E-08  9.213601E-08  1.125352E-07  1.374508E-07  1.678828E-07  2.050525E-07  2.504516E-07  3.059023E-07  3.736299E-07  4.563526E-07  5.573904E-07  6.807981E-07  8.315287E-07  1.015631E-06  1.240495E-06  1.515144E-06  1.850601E-06  2.260329E-06  2.760773E-06  3.372015E-06  4.118589E-06  5.030456E-06  6.144212E-06  7.504558E-06  9.166088E-06  1.119548E-05  1.367420E-05  1.670170E-05  2.039950E-05  2.491601E-05  3.043248E-05  3.717032E-05  4.539993E-05  5.017468E-05  5.545160E-05  6.128350E-05  6.772874E-05  7.485183E-05  8.272407E-05  9.142423E-05  1.010394E-04  1.116658E-04  1.234098E-04  1.363889E-04  1.507331E-04  1.665858E-04  1.841058E-04  2.034684E-04  2.248673E-04  2.485168E-04  2.746536E-04  3.035391E-04  3.354626E-04  3.707435E-04  4.097350E-04  4.528272E-04  5.004514E-04  5.530844E-04  6.112528E-04  6.755388E-04  7.465858E-04  8.251049E-04  9.118820E-04  1.007785E-03  1.113775E-03  1.230912E-03  1.360368E-03  1.503439E-03  1.661557E-03  1.836305E-03  2.029431E-03  2.242868E-03  2.478752E-03  2.739445E-03  3.027555E-03  3.345965E-03  3.697864E-03  4.086771E-03  4.516581E-03  4.991594E-03  5.516564E-03  6.096747E-03  6.737947E-03  7.446583E-03  8.229747E-03  9.095277E-03  1.005184E-02  1.110900E-02  1.227734E-02  1.356856E-02  1.499558E-02  1.657268E-02  1.831564E-02  2.024191E-02  2.237077E-02  2.472353E-02  2.732372E-02  3.019738E-02  3.337327E-02  3.688317E-02  4.076220E-02  4.504920E-02  4.978707E-02  5.502322E-02  6.081006E-02  6.720551E-02  7.427358E-02  8.208500E-02  9.071795E-02  1.002588E-01  1.108032E-01  1.224564E-01  1.353353E-01  1.422741E-01  1.495686E-01  1.572372E-01  1.652989E-01  1.737739E-01  1.826835E-01  1.920499E-01  2.018965E-01  2.122480E-01  2.231302E-01  2.345703E-01  2.465970E-01  2.592403E-01  2.725318E-01  2.865048E-01  3.011942E-01  3.166368E-01  3.328711E-01  3.499377E-01  3.678794E-01  3.867410E-01  4.065697E-01  4.274149E-01  4.493290E-01  4.723666E-01  4.965853E-01  5.220458E-01  5.488116E-01  5.627049E-01  5.769498E-01  5.915554E-01  6.065307E-01  6.218851E-01  6.376282E-01  6.537698E-01  6.703200E-01  6.872893E-01  7.046881E-01  7.225274E-01  7.408182E-01  7.595721E-01  7.788008E-01  7.985162E-01  8.187308E-01  8.255820E-01  8.324906E-01  8.394570E-01  8.464817E-01  8.535652E-01  8.607080E-01  8.679105E-01  8.751733E-01  8.824969E-01  8.898818E-01  8.973284E-01  9.048374E-01  9.124092E-01  9.200444E-01  9.277435E-01  9.355070E-01  9.433354E-01  9.512294E-01  9.591895E-01  9.672161E-01  9.753099E-01  9.834715E-01  9.917013E-01  1.000000E+00 
1.265000E+00  1.266655E+00  1.268322E+00  1.270000E+00 
 -5 -4 -3 -2 -1 21 1 2 3 4 5
0.000000E+00  7.478099E-23  2.441139E-01  5.792637E-01  5.792073E-01  1.004045E-04  5.792082E-01  5.792656E-01  2.441139E-01  1.726451E-23  0.000000E+00 
0.000000E+00  7.478099E-23  2.472703E-01  5.824121E-01  5.823556E-01  0.000000E+00  5.823565E-01  5.824140E-01  2.472703E-01  1.726451E-23  0.000000E+00 
0.000000E+00  7.478099E-23  2.504450E-01  5.855788E-01  5.855224E-01  0.000000E+00  5.855233E-01  5.855808E-01  2.504450E-01  1.726451E-23  0.000000E+00 
0.000000E+00  7.478099E-23  2.536384E-01  5.887641E-01  5.887076E-01  0.000000E+00  5.887085E-01  5.887661E-01  2.536384E-01  1.726451E-23  0.000000E+00 
0.000000E+00  1.227763E-22  2.444547E-01  5.780820E-01  5.780198E-01  1.136624E-04  5.780209E-01  5.780843E-01  2.444547E-01  2.898136E-23  0.000000E+00 
0.000000E+00  1.227763E-22  2.475514E-01  5.811708E-01  5.811086E-01  0.000000E+00  5.811096E-01  5.811731E-01  2.475514E-01  2.898136E-23  0.000000E+00 
0.000000E+00  1.227763E-22  2.506663E-01  5.842778E-01  5.842155E-01  0.000000E+00  5.842165E-01  5.842800E-01  2.506663E-01  2.898136E-23  0.000000E+00 
0.000000E+00  1.227763E-22  2.537995E-01  5.874030E-01  5.873406E-01  0.000000E+00  5.873417E-01  5.874052E-01  2.537995E-01  2.898136E-23  0.000000E+00 
0.000000E+00  2.015754E-22  2.447949E-01  5.769008E-01  5.768322E-01  1.286708E-04  5.768334E-01  5.769034E-01  2.447949E-01  4.865004E-23  0.000000E+00 
0.000000E+00  2.015754E-22  2.478326E-01  5.799306E-01  5.798620E-01  0.000000E+00  5.798632E-01  5.799332E-01  2.478326E-01  4.865004E-23  0.000000E+00 
0.000000E+00  2.015754E-22  2.508883E-01  5.829783E-01  5.829096E-01  0.000000E+00  5.829108E-01  5.829808E-01  2.508883E-01  4.865004E-23  0.000000E+00 
0.000000E+00  2.015754E-22  2.539619E-01  5.860439E-01  5.859752E-01  0.000000E+00  5.859764E-01  5.860465E-01  2.539619E-01  4.865004E-23  0.000000E+00 
0.000000E+00  3.309488E-22  2.451347E-01  5.757199E-01  5.756443E-01  1.456607E-04  5.756456E-01  5.757229E-01  2.451347E-01  8.166722E-23  0.000000E+00 
0.000000E+00  3.309488E-22  2.481139E-01  5.786912E-01  5.786155E-01  0.000000E+00  5.786169E-01  5.786942E-01  2.481139E-01  8.166722E-23  0.000000E+00 
0.000000E+00  3.309488E-22  2.511108E-01  5.816801E-01  5.816044E-01  0.000000E+00  5.816058E-01  5.816831E-01  2.511108E-01  8.166722E-23  0.000000E+00 
0.000000E+00  3.309488E-22  2.541254E-01  5.846868E-01  5.846110E-01  0.000000E+00  5.846124E-01  5.846898E-01  2.541254E-01  8.166722E-23  0.000000E+00 
0.000000E+00  5.433555E-22  2.454738E-01  5.745390E-01  5.744556E-01  1.648937E-04  5.744572E-01  5.745424E-01  2.454738E-01  1.370921E-22  0.000000E+00 
0.000000E+00  5.433555E-22  2.483951E-01  5.774524E-01  5.773689E-01  0.000000E+00  5.773705E-01  5.774558E-01  2.483951E-01  1.370921E-22  0.000000E+00 
0.000000E+00  5.433555E-22  2.513337E-01  5.803831E-01  5.802996E-01  0.000000E+00  5.803012E-01  5.803866E-01  2.513337E-01  1.370921E-22  0.000000E+00 
